title,venue,year,pages,author,url,month,comment,code
A Federated Deep Learning Framework for Privacy-Preserving Consumer Electronics Recommendations,IEEE Trans. Consumer Electron.,2024,70 (1): 2628-2638,"Jintao Wu, Jingyi Zhang, Muhammad Bilal, Feng Han, Nancy Victor, Xiaolong Xu ",https://doi.org/10.1109/TCE.2023.3325138,,Journal Articles,
Federated Learning-Inspired User Personality Prediction Using Sentiment Analysis and Topic Preference,IEEE Trans. Consumer Electron.,2024,70 (1): 2729-2737,"Jinghua Zhao, Jiale Zhao, Chenxin Chi, Chengyin Wang, Xiaohua Zhao, Amar Jain",https://doi.org/10.1109/TCE.2023.3324453,,Journal Articles,
Verifiable Federated Learning With Privacy-Preserving Data Aggregation for Consumer Electronics,IEEE Trans. Consumer Electron.,2024,70 (1): 2696-2707,"Haoran Xie, Yujue Wang, Yong Ding, Changsong Yang, Haibin Zheng, Bo Qin",https://doi.org/10.1109/TCE.2023.3323206,,Journal Articles,
6G-Enabled Consumer Electronics Device Intrusion Detection With Federated Meta-Learning and Digital Twins in a Meta-Verse Environment,IEEE Trans. Consumer Electron.,2024,70 (1): 3111-3119,"Suli He, Chengwen Du, M. Shamim Hossain",https://doi.org/10.1109/TCE.2023.3321846,,Journal Articles,
A Novel Framework for Traffic Congestion Management at Intersections Using Federated Learning and Vertical Partitioning,IEEE Trans. Consumer Electron.,2024,70 (1): 1725-1735,"Amit Chougule, Vinay Chamola, Vikas Hassija, Pranav Gupta, Fei Richard Yu",https://doi.org/10.1109/TCE.2023.3320362,,Journal Articles,
AdaDpFed: A Differentially Private Federated Learning Algorithm With Adaptive Noise on Non-IID Data,IEEE Trans. Consumer Electron.,2024,70 (1): 2536-2545,"Zirun Zhao, Yi Sun, Ali Kashif Bashir, Zhaowen Lin",https://doi.org/10.1109/TCE.2023.3320122,,Journal Articles,
Consumer Product Recommendation System Using Adapted PSO With Federated Learning Method,IEEE Trans. Consumer Electron.,2024,70 (1): 2708-2715,"Ganesh Gopal Devarajan, Senthil Murugan Nagarajan, A. Daniel, Vignesh T., Rajesh Kaluri",https://doi.org/10.1109/TCE.2023.3319374,,Journal Articles,
Swarm Optimization-Based Federated Learning for the Cyber Resilience of Internet of Things Systems Against Adversarial Attacks,IEEE Trans. Consumer Electron.,2024,70 (1): 1359-1369,"Waleed Yamany, Marwa Keshk, Nour Moustafa, Benjamin P. Turnbull",https://doi.org/10.1109/TCE.2023.3319039,,Journal Articles,
Federated Learning-Based Personalized Recommendation Systems: An Overview on Security and Privacy Challenges,IEEE Trans. Consumer Electron.,2024,70 (1): 2618-2627,"Danish Javeed, Muhammad Shahid Saeed, Prabhat Kumar, Alireza Jolfaei, Shareeful Islam, A. K. M. Najmul Islam",https://doi.org/10.1109/TCE.2023.3318754,,Journal Articles,
Federated Learning-Assisted Distributed Intrusion Detection Using Mesh Satellite Nets for Autonomous Vehicle Protection,IEEE Trans. Consumer Electron.,2024,70 (1): 854-862,"Muna Al-Hawawreh, M. Shamim Hossain",https://doi.org/10.1109/TCE.2023.3318727,,Journal Articles,
AP2FL: Auditable Privacy-Preserving Federated Learning Framework for Electronics in Healthcare,IEEE Trans. Consumer Electron.,2024,70 (1): 2527-2535,"Abbas Yazdinejad, Ali Dehghantanha, Gautam Srivastava ",https://doi.org/10.1109/TCE.2023.3318509,,Journal Articles,
Blockchain-Based Federated Learning Technique for Privacy Preservation and Security of Smart Electronic Health Records,IEEE Trans. Consumer Electron.,2024,70 (1): 2608-2617,"Manisha Guduri, Chinmay Chakraborty, V. Uma Maheswari, Martin Margala",https://doi.org/10.1109/TCE.2023.3315415,,Journal Articles,
"CoopGBFS: A Federated Learning and Game-Theoretic-Based Approach for Personalized Security, Recommendation in 5G Beyond IoT Environments for Consumer Electronics",IEEE Trans. Consumer Electron.,2024,70 (1): 2648-2656,"Muhammad Shafiq, Rahul Yadav, Abdul Rehman Javed, Syed Agha Hussnain Mohsan",https://doi.org/10.1109/TCE.2023.3305508,,Journal Articles,
pFedEff: An Efficient and Personalized Federated Cognitive Learning Framework in Multiagent Systems,IEEE Trans. Cogn. Dev. Syst.,2024,16 (1): 31-45,"Hongjian Shi, Jianqing Zhang, Shuming Fan, Ruhui Ma, Haibing Guan",https://doi.org/10.1109/TCDS.2023.3288985,,Journal Articles,
On-Device Intelligence for 5G RAN: Knowledge Transfer and Federated Learning Enabled UE-Centric Traffic Steering,IEEE Trans. Cogn. Commun. Netw.,2024,10 (2): 689-705,"Han Zhang, Hao Zhou, Medhat H. M. Elsayed, Majid Bavand, Raimundas Gaigalas, Yigit Ozcan, Melike Erol-Kantarci",https://doi.org/10.1109/TCCN.2023.3340033,,Journal Articles,
Delay-Aware Hierarchical Federated Learning,IEEE Trans. Cogn. Commun. Netw.,2024,10 (2): 674-688,"Frank Po-Chen Lin, Seyyedali Hosseinalipour, Nicolò Michelusi, Christopher G. Brinton",https://doi.org/10.1109/TCCN.2023.3329024,,Journal Articles,
Differentially Private Federated Learning With Stragglers&apos; Delays in Cross-Silo Settings: An Online Mirror Descent Approach,IEEE Trans. Cogn. Commun. Netw.,2024,10 (1): 308-321,"Olusola Tolulope Odeyomi, Earl Tankard, Danda B. Rawat",https://doi.org/10.1109/TCCN.2023.3325815,,Journal Articles,
Blockchain-Empowered Federated Learning for Healthcare Metaverses: User-Centric Incentive Mechanism With Optimal Data Freshness,IEEE Trans. Cogn. Commun. Netw.,2024,10 (1): 348-362,"Jiawen Kang, Jinbo Wen, Dongdong Ye, Bingkun Lai, Tianhao Wu, Zehui Xiong, Jiangtian Nie, Dusit Niyato, Yang Zhang, Shengli Xie",https://doi.org/10.1109/TCCN.2023.3316643,,Journal Articles,
Lithography Hotspot Detection Based on Heterogeneous Federated Learning With Local Adaptation and Feature Selection,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,2024,43 (5): 1484-1496,"Jingyu Pan, Xuezhong Lin, Jinming Xu, Yiran Chen, Cheng Zhuo",https://doi.org/10.1109/TCAD.2023.3332841,,Journal Articles,
FedComp: A Federated Learning Compression Framework for Resource-Constrained Edge Computing Devices,IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.,2024,43 (1): 230-243,"Donglei Wu, Weihao Yang, Haoyu Jin, Xiangyu Zou, Wen Xia, Binxing Fang",https://doi.org/10.1109/TCAD.2023.3307459,,Journal Articles,
Value of Information: A Comprehensive Metric for Client Selection in Federated Edge Learning,IEEE Trans. Computers,2024,73 (4): 1152-1164,"Yifei Zou, Shikun Shen, Mengbai Xiao, Peng Li, Dongxiao Yu, Xiuzhen Cheng ",https://doi.org/10.1109/TC.2024.3355777,,Journal Articles,
"FedRFQ: Prototype-Based Federated Learning With Reduced Redundancy, Minimal Failure, and Enhanced Quality",IEEE Trans. Computers,2024,73 (4): 1086-1098,"Biwei Yan, Hongliang Zhang, Minghui Xu, Dongxiao Yu, Xiuzhen Cheng ",https://doi.org/10.1109/TC.2024.3353455,,Journal Articles,
Digital Twin-Assisted Federated Learning Service Provisioning Over Mobile Edge Networks,IEEE Trans. Computers,2024,73 (2): 586-598,"Ruirui Zhang, Zhenzhen Xie, Dongxiao Yu, Weifa Liang, Xiuzhen Cheng ",https://doi.org/10.1109/TC.2023.3337317,,Journal Articles,
Age-Aware Data Selection and Aggregator Placement for Timely Federated Continual Learning in Mobile Edge Computing,IEEE Trans. Computers,2024,73 (2): 466-480,"Zichuan Xu, Lin Wang, Weifa Liang, Qiufen Xia, Wenzheng Xu, Pan Zhou, Omer F. Rana",https://doi.org/10.1109/TC.2023.3333213,,Journal Articles,
User-Distribution-Aware Federated Learning for Efficient Communication and Fast Inference,IEEE Trans. Computers,2024,73 (4): 1004-1018,"Yangguang Cui, Zhixing Zhang, Nuo Wang, Liying Li, Chunwei Chang, Tongquan Wei",https://doi.org/10.1109/TC.2023.3327513,,Journal Articles,
FedGKD: Toward Heterogeneous Federated Learning via Global Knowledge Distillation,IEEE Trans. Computers,2024,73 (1): 3-17,"Dezhong Yao, Wanning Pan, Yutong Dai, Yao Wan, Xiaofeng Ding, Chen Yu, Hai Jin, Zheng Xu, Lichao Sun ",https://doi.org/10.1109/TC.2023.3315066,,Journal Articles,
Decentralized Federated Learning: A Survey on Security and Privacy,IEEE Trans. Big Data,2024,10 (2): 194-213,"Ehsan Hallaji, Roozbeh Razavi-Far, Mehrdad Saif, Boyu Wang, Qiang Yang",https://doi.org/10.1109/TBDATA.2024.3362191,,Journal Articles,
Federated Multitask Learning for Pedestrian Location-Aware 5G Multicast/Broadcast Services,IEEE Trans. Broadcast.,2024,70 (1): 66-77,"Zexuan Jing, Junsheng Mu, Jian Jin, Zhenzhen Jiao, Peng Yu ",https://doi.org/10.1109/TBC.2023.3332012,,Journal Articles,
Event-Triggered Federated Learning for Fault Diagnosis of Offshore Wind Turbines With Decentralized Data,IEEE Trans Autom. Sci. Eng.,2024,21 (2): 1271-1283,"Shixiang Lu, Zhiwei Gao, Ping Zhang, Qifa Xu, Tianming Xie, Aihua Zhang ",https://doi.org/10.1109/TASE.2023.3270354,,Journal Articles,
Federated Deep Reinforcement Learning for Task Scheduling in Heterogeneous Autonomous Robotic System,IEEE Trans Autom. Sci. Eng.,2024,21 (1): 528-540,"Tai Manh Ho, Kim-Khoa Nguyen, Mohamed Cheriet",https://doi.org/10.1109/TASE.2022.3221352,,Journal Articles,
Robust and Verifiable Privacy Federated Learning,IEEE Trans. Artif. Intell.,2024,5 (4): 1895-1908,"Zhi Lu, Songfeng Lu, Xueming Tang, Junjun Wu",https://doi.org/10.1109/TAI.2023.3309273,,Journal Articles,
Contrastive-Enhanced Domain Generalization With Federated Learning,IEEE Trans. Artif. Intell.,2024,5 (4): 1525-1532,"Xinhui Yu, Dan Wang, Martin J. McKeown, Z. Jane Wang ",https://doi.org/10.1109/TAI.2023.3298297,,Journal Articles,
A Practical Recipe for Federated Learning Under Statistical Heterogeneity Experimental Design,IEEE Trans. Artif. Intell.,2024,5 (4): 1708-1717,"Mahdi Morafah, Weijia Wang, Bill Lin ",https://doi.org/10.1109/TAI.2023.3297090,,Journal Articles,
Rethinking Data Heterogeneity in Federated Learning: Introducing a New Notion and Standard Benchmarks,IEEE Trans. Artif. Intell.,2024,5 (3): 1386-1397,"Saeed Vahidian, Mahdi Morafah, Chen Chen, Mubarak Shah, Bill Lin ",https://doi.org/10.1109/TAI.2023.3293068,,Journal Articles,
Federated Multitask Learning for Complaint Identification Using Graph Attention Network,IEEE Trans. Artif. Intell.,2024,5 (3): 1277-1286,"Apoorva Singh, Siddarth Chandrasekar, Tanmay Sen, Sriparna Saha ",https://doi.org/10.1109/TAI.2023.3285196,,Journal Articles,
Attacking-Distance-Aware Attack: Semi-targeted Model Poisoning on Federated Learning,IEEE Trans. Artif. Intell.,2024,5 (2): 925-939,"Yuwei Sun, Hideya Ochiai, Jun Sakuma",https://doi.org/10.1109/TAI.2023.3280155,,Journal Articles,
Blockchain and Federated Reinforcement Learning for Vehicle-to-Everything Energy Trading in Smart Grids,IEEE Trans. Artif. Intell.,2024,5 (2): 839-853,"Md. Moniruzzaman, Abdulsalam Yassine, Rachid Benlamri",https://doi.org/10.1109/TAI.2023.3262597,,Journal Articles,
Federated Learning for Radar Gesture Recognition Based on Spike Timing-Dependent Plasticity,IEEE Trans. Aerosp. Electron. Syst.,2024,60 (2): 2379-2393,"Mengjun Zhang, Bin Li, Hongfu Liu, Chenglin Zhao",https://doi.org/10.1109/TAES.2024.3353148,,Journal Articles,
An Efficient Layer Selection Algorithm for Partial Federated Learning,PerCom Workshops,2024, (1): 172-177,"Lucas Pacheco, Torsten Braun, Denis Rosário, Eduardo Cerqueira",https://doi.org/10.1109/PerComWorkshops59983.2024.10503481,,Conference and Workshop Papers,
Mitigating System Bias in Resource Constrained Asynchronous Federated Learning Systems,PerCom Workshops,2024, (1): 727-732,"Jikun Gao, Ioannis Mavromatis, Peizheng Li, Pietro Edoardo Carnelli, Aftab Khan ",https://doi.org/10.1109/PerComWorkshops59983.2024.10503273,,Conference and Workshop Papers,
Exploring Activity Recognition in Multi-device Environments using Hierarchical Federated Learning,PerCom Workshops,2024, (1): 720-726,"Moid Sandhu, David Silvera-Tawil, Wei Lu, Paulo Borges, Brano Kusy",https://doi.org/10.1109/PerComWorkshops59983.2024.10503023,,Conference and Workshop Papers,
Decentralization of Learning and Trust in the Healthcare: Blockchain-driven Federated Learning for Alzheimer&apos;s MRI Image Classification,PerCom Workshops,2024, (1): 739-744,"Filippo Imboccioli, Gabriele Cialone, Stefano Ferretti",https://doi.org/10.1109/PerComWorkshops59983.2024.10502820,,Conference and Workshop Papers,
Stitching Satellites to the Edge: Pervasive and Efficient Federated LEO Satellite Learning,PerCom,2024, (1): 80-89,"Mohamed Elmahallawy, Tie Luo",https://doi.org/10.1109/PerCom59722.2024.10494442,,Conference and Workshop Papers,
A Scalable Vertical Federated Learning Framework for Analytics in the Cybersecurity Domain,PDP,2024, (1): 245-252,"Francesco Folino, Gianluigi Folino, Francesco Sergio Pisani, Pietro Sabatino, Luigi Pontieri",https://doi.org/10.1109/PDP62718.2024.00041,,Conference and Workshop Papers,
On the Dynamics of Non-IID Data in Federated Learning and High-Performance Computing,PDP,2024, (1): 230-237,"Daniela Annunziata, Marzia Canzaniello, Diletta Chiaro, Stefano Izzo, Martina Savoia, Francesco Piccialli",https://doi.org/10.1109/PDP62718.2024.00039,,Conference and Workshop Papers,
Benchmarking Federated Learning on High-Performance Computing: Aggregation Methods and Their Impact,PDP,2024, (1): 207-214,"Daniela Annunziata, Marzia Canzaniello, Martina Savoia, Salvatore Cuomo, Francesco Piccialli",https://doi.org/10.1109/PDP62718.2024.00036,,Conference and Workshop Papers,
Benchmark for Personalized Federated Learning,IEEE Open J. Comput. Soc.,2024,5 (1): 2-13,"Koji Matsuda, Yuya Sasaki, Chuan Xiao, Makoto Onizuka",https://doi.org/10.1109/OJCS.2023.3332351,,Journal Articles,
Federated Learning in Heterogeneous Wireless Networks With Adaptive Mixing Aggregation and Computation Reduction,IEEE Open J. Commun. Soc.,2024,5 (1): 2164-2182,"Jingxin Li, Xiaolan Liu, Toktam Mahmoodi",https://doi.org/10.1109/OJCOMS.2024.3381545,,Journal Articles,
A Survey on Federated Learning for Reconfigurable Intelligent Metasurfaces-Aided Wireless Networks,IEEE Open J. Commun. Soc.,2024,5 (1): 1846-1879,"Sree Krishna Das, Benoît Champagne, Ioannis N. Psaromiligkos, Yunlong Cai",https://doi.org/10.1109/OJCOMS.2024.3378266,,Journal Articles,
Beamforming and Device Selection Design in Federated Learning With Over-the-Air Aggregation,IEEE Open J. Commun. Soc.,2024,5 (1): 1710-1723,"Faeze Moradi Kalarde, Min Dong, Ben Liang, Yahia A. Eldemerdash Ahmed, Ho Ting Cheng",https://doi.org/10.1109/OJCOMS.2024.3372893,,Journal Articles,
Securing 5G/6G IoT Using Transformer and Personalized Federated Learning: An Access-Side Distributed Malicious Traffic Detection Framework,IEEE Open J. Commun. Soc.,2024,5 (1): 1325-1339,"Yantian Luo, Xu Chen, Hancun Sun, Xiangling Li, Ning Ge, Wei Feng, Jianhua Lu",https://doi.org/10.1109/OJCOMS.2024.3365976,,Journal Articles,
AoI-Aware Energy-Efficient SFC in UAV-Aided Smart Agriculture Using Asynchronous Federated Learning,IEEE Open J. Commun. Soc.,2024,5 (1): 1222-1242,"Mohammad Akbari, Aisha Syed, W. Sean Kennedy, Melike Erol-Kantarci",https://doi.org/10.1109/OJCOMS.2024.3363132,,Journal Articles,
Joint User Association and Resource Allocation for Hierarchical Federated Learning Based on Games in Satisfaction Form,IEEE Open J. Commun. Soc.,2024,5 (1): 457-471,"Panagiotis Charatsaris, Maria Diamanti, Symeon Papavassiliou",https://doi.org/10.1109/OJCOMS.2023.3347354,,Journal Articles,
A Vertical Heterogeneous Network (VHetNet)-Enabled Asynchronous Federated Learning-Based Anomaly Detection Framework for Ubiquitous IoT,IEEE Open J. Commun. Soc.,2024,5 (1): 332-348,"Weili Wang, Omid Abbasi, Halim Yanikomeroglu, Chengchao Liang, Lun Tang, Qianbin Chen",https://doi.org/10.1109/OJCOMS.2023.3342008,,Journal Articles,
Towards a Resource-Efficient Semi-Asynchronous Federated Learning for Heterogeneous Devices,NCC,2024, (1): 1-6,"Zitha Sasindran, Harsha Yelchuri, T. V. Prabhakar ",https://doi.org/10.1109/NCC60321.2024.10485914,,Conference and Workshop Papers,
Federated Learning for Digital Twin-Based Vehicular Networks: Architecture and Challenges,IEEE Wirel. Commun.,2024,31 (2): 156-162,"Latif U. Khan, Ehzaz Mustafa, Junaid Shuja, Faisal Rehman, Kashif Bilal, Zhu Han, Choong Seon Hong",https://doi.org/10.1109/MWC.012.2200373,,Journal Articles,
Industrial Wireless Internet Zero Trust Model: Zero Trust Meets Dynamic Federated Learning with Blockchain,IEEE Wirel. Commun.,2024,31 (2): 22-29,"Haoran Xie, Yujue Wang, Yong Ding, Changsong Yang, Hai Liang, Bo Qin",https://doi.org/10.1109/MWC.001.2300368,,Journal Articles,
Integrative Federated Learning and Zero-Trust Approach for Secure Wireless Communications,IEEE Wirel. Commun.,2024,31 (2): 14-20,"Muhammad Asad, Safa Otoum",https://doi.org/10.1109/MWC.001.2300355,,Journal Articles,
Foundations of Quantum Federated Learning Over Classical and Quantum Networks,IEEE Netw.,2024,38 (1): 124-130,"Mahdi Chehimi, Samuel Yen-Chi Chen, Walid Saad, Don Towsley, Mérouane Debbah",https://doi.org/10.1109/MNET.2023.3327365,,Journal Articles,
Quantum-Empowered Federated Learning in Space-Air-Ground Integrated Networks,IEEE Netw.,2024,38 (1): 96-103,"Tianshun Wang, Peichun Li, Yuan Wu, Li Ping Qian, Zhou Su, Rongxing Lu",https://doi.org/10.1109/MNET.2023.3318083,,Journal Articles,
SOHO-FL: A Fast Reconvergent Intra-Domain Routing Scheme Using Federated Learning,IEEE Netw.,2024,38 (1): 272-279,"Peizhuang Cong, Yuchao Zhang, Wendong Wang, Ke Xu ",https://doi.org/10.1109/MNET.132.2200505,,Journal Articles,
Distributed Quantum Machine Learning: Federated and Model-Parallel Approaches,IEEE Internet Comput.,2024,28 (2): 65-72,"Jindi Wu, Tianjie Hu, Qun Li",https://doi.org/10.1109/MIC.2024.3361288,,Journal Articles,
Promoting Collaboration in Cross-Silo Federated Learning: Challenges and Opportunities,IEEE Commun. Mag.,2024,62 (4): 82-88,"Chao Huang, Ming Tang, Qian Ma, Jianwei Huang, Xin Liu ",https://doi.org/10.1109/MCOM.005.2300467,,Journal Articles,
"Exploring Threats, Defenses, and Privacy-Preserving Techniques in Federated Learning: A Survey",Computer,2024,57 (4): 46-56,"Ren-Yi Huang, G. Dumindu Samaraweera, J. Morris Chang",https://doi.org/10.1109/MC.2023.3324975,,Journal Articles,
Joint Optimization of Convergence and Latency for Hierarchical Federated Learning Over Wireless Networks,IEEE Wirel. Commun. Lett.,2024,13 (3): 691-695,"Haofeng Sun, Hui Tian, Jingheng Zheng, Wanli Ni",https://doi.org/10.1109/LWC.2023.3339851,,Journal Articles,
Federated Learning Enabled Link Scheduling in D2D Wireless Networks,IEEE Wirel. Commun. Lett.,2024,13 (1): 89-92,"Tianrui Chen, Xinruo Zhang, Minglei You, Gan Zheng, Sangarapillai Lambotharan",https://doi.org/10.1109/LWC.2023.3321500,,Journal Articles,
One-Bit Aggregation for Over-the-Air Federated Learning Against Byzantine Attacks,IEEE Signal Process. Lett.,2024,31 (1): 1024-1028,"Yifan Miao, Wanli Ni, Hui Tian ",https://doi.org/10.1109/LSP.2024.3384077,,Journal Articles,
Information-Theoretic Generalization Analysis for Topology-Aware Heterogeneous Federated Edge Learning Over Noisy Channels,IEEE Signal Process. Lett.,2024,31 (1): 691-695,"Zheshun Wu, Zenglin Xu, Hongfang Yu, Jie Liu ",https://doi.org/10.1109/LSP.2023.3347151,,Journal Articles,
A Three-Level Federated Learning Framework for CSI Fingerprint Based Indoor Localization in Multiple Servers Environment,IEEE Commun. Lett.,2024,28 (4): 818-822,"Jun Yan, Yibo Cui, Wei Wang ",https://doi.org/10.1109/LCOMM.2024.3357694,,Journal Articles,
Fair Wireless Federated Learning Through the Identification of a Common Descent Direction,IEEE Commun. Lett.,2024,28 (3): 567-571,"Shayan Mohajer Hamidi, Oussama Damen",https://doi.org/10.1109/LCOMM.2024.3350378,,Journal Articles,
NQFL: Nonuniform Quantization for Communication Efficient Federated Learning,IEEE Commun. Lett.,2024,28 (2): 332-336,"Guojun Chen, Kaixuan Xie, Yuheng Tu, Tiecheng Song, Yinfei Xu, Jing Hu, Lun Xin",https://doi.org/10.1109/LCOMM.2023.3348163,,Journal Articles,
Energy and Gradient Aware Dynamic Scheduling for V2V Aided Federated Edge Learning,IEEE Commun. Lett.,2024,28 (2): 323-327,"Shiqian Guo, Bin-Jie Hu",https://doi.org/10.1109/LCOMM.2023.3341789,,Journal Articles,
Delay Minimization of Federated Learning Over Wireless Powered Communication Networks,IEEE Commun. Lett.,2024,28 (1): 108-112,"Marija Poposka, Slavche Pejoski, Valentin Rakovic, Daniel Denkovski, Hristijan Gjoreski, Zoran Hadzi-Velkov",https://doi.org/10.1109/LCOMM.2023.3337320,,Journal Articles,
Multi-Message Shuffled Privacy in Federated Learning,IEEE J. Sel. Areas Inf. Theory,2024,5 (1): 12-27,"Antonious M. Girgis, Suhas N. Diggavi",https://doi.org/10.1109/JSAIT.2024.3366225,,Journal Articles,
Personalized Federated Learning With Model-Contrastive Learning for Multi-Modal User Modeling in Human-Centric Metaverse,IEEE J. Sel. Areas Commun.,2024,42 (4): 817-831,"Xiaokang Zhou, Qiuyue Yang, Xuzhe Zheng, Wei Liang, Kevin I-Kai Wang, Jianhua Ma, Yi Pan, Qun Jin",https://doi.org/10.1109/JSAC.2023.3345431,,Journal Articles,
"Efficient Federated Learning for Metaverse via Dynamic User Selection, Gradient Quantization and Resource Allocation",IEEE J. Sel. Areas Commun.,2024,42 (4): 850-866,"Xiangwang Hou, Jingjing Wang, Chunxiao Jiang, Zezhao Meng, Jianrui Chen, Yong Ren ",https://doi.org/10.1109/JSAC.2023.3345393,,Journal Articles,
A Privacy-Preserving Federated Learning Scheme Against Poisoning Attacks in Smart Grid,IEEE Internet Things J.,2024,11 (9): 16805-16816,"Xiumin Li, Mi Wen, Siying He, Rongxing Lu, Liangliang Wang",https://doi.org/10.1109/JIOT.2024.3365142,,Journal Articles,
Comments on &quot;Lightweight Privacy and Security Computing for Blockchained Federated Learning in IoT&quot;,IEEE Internet Things J.,2024,11 (8): 15043-15046,"Zhiyuan Sui, Yujiao Sun, Jianming Zhu, Fu Chen",https://doi.org/10.1109/JIOT.2024.3358302,,Journal Articles,
Voting Consensus-Based Decentralized Federated Learning,IEEE Internet Things J.,2024,11 (9): 16267-16278,"Yan Gou, Shangyin Weng, Muhammad Ali Imran, Lei Zhang ",https://doi.org/10.1109/JIOT.2024.3355853,,Journal Articles,
IOFL: Intelligent-Optimization-Based Federated Learning for Non-IID Data,IEEE Internet Things J.,2024,11 (9): 16693-16699,"Xinyan Li, Huimin Zhao, Wu Deng",https://doi.org/10.1109/JIOT.2024.3354942,,Journal Articles,
Client Scheduling for Multiserver Federated Learning in Industrial IoT With Unreliable Communications,IEEE Internet Things J.,2024,11 (9): 16478-16490,"Haitao Zhao, Yuhao Tan, Kun Guo, Wenchao Xia, Bo Xu, Tony Q. S. Quek",https://doi.org/10.1109/JIOT.2024.3354914,,Journal Articles,
Energy Minimization for IRS-Aided Wireless Powered Federated Learning Networks With NOMA,IEEE Internet Things J.,2024,11 (9): 16339-16350,"Mohammad Hossein Alishahi, Paul Fortier, Ming Zeng, Quoc-Viet Pham, Xingwang Li ",https://doi.org/10.1109/JIOT.2024.3354453,,Journal Articles,
SLMFed: A Stage-Based and Layerwise Mechanism for Incremental Federated Learning to Assist Dynamic and Ubiquitous IoT,IEEE Internet Things J.,2024,11 (9): 16364-16381,"Linlin You, Zihan Guo, Bingran Zuo, Yi Chang, Chau Yuen",https://doi.org/10.1109/JIOT.2024.3353793,,Journal Articles,
A Robust and Efficient Federated Learning Algorithm Against Adaptive Model Poisoning Attacks,IEEE Internet Things J.,2024,11 (9): 16289-16302,"Han Yang, Dongbing Gu, Jianhua He",https://doi.org/10.1109/JIOT.2024.3351371,,Journal Articles,
FedSL: A Communication-Efficient Federated Learning With Split Layer Aggregation,IEEE Internet Things J.,2024,11 (9): 15587-15601,"Weishan Zhang, Tao Zhou, Qinghua Lu, Yong Yuan, Amr Tolba, Wael Said",https://doi.org/10.1109/JIOT.2024.3350241,,Journal Articles,
On Energy Optimization for Hierarchical Federated Learning With Delay Constraint Through Node Cooperation,IEEE Internet Things J.,2024,11 (9): 15299-15309,"Zhuo Li, Sailan Zou, Song Guo ",https://doi.org/10.1109/JIOT.2024.3349393,,Journal Articles,
Joint Self-Organizing Maps and Knowledge-Distillation-Based Communication-Efficient Federated Learning for Resource-Constrained UAV-IoT Systems,IEEE Internet Things J.,2024,11 (9): 15504-15522,"Gad Gad, Aya Farrag, Ahmed AboElfotouh, Khaled Bedda, Zubair Md. Fadlullah, Mostafa M. Fouda",https://doi.org/10.1109/JIOT.2023.3349295,,Journal Articles,
Asynchronous Federated and Reinforcement Learning for Mobility-Aware Edge Caching in IoV,IEEE Internet Things J.,2024,11 (9): 15334-15347,"Kai Jiang, Yue Cao, Yujie Song, Huan Zhou, Shaohua Wan, Xu Zhang ",https://doi.org/10.1109/JIOT.2023.3349255,,Journal Articles,
An Incentive Mechanism for Long-Term Federated Learning in Autonomous Driving,IEEE Internet Things J.,2024,11 (9): 15642-15655,"Yuchuan Fu, Zhenyu Li, Sha Liu, Changle Li, F. Richard Yu, Nan Cheng",https://doi.org/10.1109/JIOT.2023.3348498,,Journal Articles,
Blockchain-Based Gradient Inversion and Poisoning Defense for Federated Learning,IEEE Internet Things J.,2024,11 (9): 15667-15681,"Minghao Wang, Tianqing Zhu, Xuhan Zuo, Dayong Ye, Shui Yu, Wanlei Zhou ",https://doi.org/10.1109/JIOT.2023.3347899,,Journal Articles,
Privacy-Preserving Federated Learning With Resource-Adaptive Compression for Edge Devices,IEEE Internet Things J.,2024,11 (8): 13180-13198,"Muhammad Ayat Hidayat, Yugo Nakamura, Yutaka Arakawa",https://doi.org/10.1109/JIOT.2023.3347552,,Journal Articles,
Resource Optimization for Blockchain-Based Federated Learning in Mobile Edge Computing,IEEE Internet Things J.,2024,11 (9): 15166-15178,"Zhilin Wang, Qin Hu, Zehui Xiong, Yuan Liu, Dusit Niyato",https://doi.org/10.1109/JIOT.2023.3347524,,Journal Articles,
Adaptive Personalized Federated Learning With One-Shot Screening,IEEE Internet Things J.,2024,11 (9): 15375-15385,"Yang Ge, Yang Zhou, Li Jia",https://doi.org/10.1109/JIOT.2023.3346900,,Journal Articles,
Efficient Information Dissemination in Blockchain-Enabled Federated Learning for IoV,IEEE Internet Things J.,2024,11 (9): 15310-15319,"Bimal Ghimire, Danda B. Rawat, Abdul Rahman",https://doi.org/10.1109/JIOT.2023.3346296,,Journal Articles,
Delay and Energy-Efficient Asynchronous Federated Learning for Intrusion Detection in Heterogeneous Industrial Internet of Things,IEEE Internet Things J.,2024,11 (8): 14739-14754,"Shumei Liu, Yao Yu, Yue Zong, Phee Lep Yeoh, Lei Guo, Branka Vucetic, Trung Q. Duong, Yonghui Li ",https://doi.org/10.1109/JIOT.2023.3344457,,Journal Articles,
Joint Power Control and Data Size Selection for Over-the-Air Computation-Aided Federated Learning,IEEE Internet Things J.,2024,11 (8): 14031-14046,"Xuming An, Rongfei Fan, Shiyuan Zuo, Han Hu, Hai Jiang, Ning Zhang ",https://doi.org/10.1109/JIOT.2023.3341958,,Journal Articles,
