title,venue,year,pages,author,url,month,comment,code
Federated Deep Reinforcement Learning for Internet of Things With Decentralized Cooperative Edge Caching,IEEE Internet Things J.,2020,7 (10): 9441-9455,"Xiaofei Wang, Chenyang Wang, Xiuhua Li, Victor C. M. Leung, Tarik Taleb",https://doi.org/10.1109/JIOT.2020.2986803,,Journal Articles,
Hierarchical Incentive Mechanism Design for Federated Machine Learning in Mobile Networks,IEEE Internet Things J.,2020,7 (10): 9575-9588,"Wei Yang Bryan Lim, Zehui Xiong, Chunyan Miao, Dusit Niyato, Qiang Yang, Cyril Leung, H. Vincent Poor",https://doi.org/10.1109/JIOT.2020.2985694,,Journal Articles,
"CEFL: Online Admission Control, Data Scheduling, and Accuracy Tuning for Cost-Efficient Federated Learning Across Edge Nodes",IEEE Internet Things J.,2020,7 (10): 9341-9356,"Zhi Zhou, Song Yang, Lingjun Pu, Shuai Yu ",https://doi.org/10.1109/JIOT.2020.2984332,,Journal Articles,
Decentralized Privacy Using Blockchain-Enabled Federated Learning in Fog Computing,IEEE Internet Things J.,2020,7 (6): 5171-5183,"Youyang Qu, Longxiang Gao, Tom H. Luan, Yong Xiang, Shui Yu, Bai Li, Gavin Zheng",https://doi.org/10.1109/JIOT.2020.2977383,,Journal Articles,
A Learning-Based Incentive Mechanism for Federated Learning,IEEE Internet Things J.,2020,7 (7): 6360-6368,"Yufeng Zhan, Peng Li, Zhihao Qu, Deze Zeng, Song Guo ",https://doi.org/10.1109/JIOT.2020.2967772,,Journal Articles,
FDC: A Secure Federated Deep Learning Mechanism for Data Collaborations in the Internet of Things,IEEE Internet Things J.,2020,7 (7): 6348-6359,"Bo Yin, Hao Yin, Yulei Wu, Zexun Jiang",https://doi.org/10.1109/JIOT.2020.2966778,,Journal Articles,
Federated Learning With Cooperating Devices: A Consensus Approach for Massive IoT Networks,IEEE Internet Things J.,2020,7 (5): 4641-4654,"Stefano Savazzi, Monica Nicoli, Vittorio Rampa",https://doi.org/10.1109/JIOT.2020.2964162,,Journal Articles,
Communication-Efficient Federated Learning for Wireless Edge Intelligence in IoT,IEEE Internet Things J.,2020,7 (7): 5986-5994,"Jed Mills, Jia Hu, Geyong Min",https://doi.org/10.1109/JIOT.2019.2956615,,Journal Articles,
AFRL: Adaptive federated reinforcement learning for intelligent jamming defense in FANET,J. Commun. Networks,2020,22 (3): 244-258,"Nishat I. Mowla, Nguyen Hoang Tran, Inshil Doh, Kijoon Chae",https://doi.org/10.1109/JCN.2020.000015,,Journal Articles,
Learning Context-Aware Policies from Multiple Smart Homes via Federated Multi-Task Learning,IoTDI,2020, (1): 104-115,"Tianlong Yu, Tian Li, Yuqiong Sun, Susanta Nanda, Virginia Smith, Vyas Sekar, Srinivasan Seshan",https://doi.org/10.1109/IoTDI49375.2020.00017,,Conference and Workshop Papers,
Multi-layer Coordination for High-Performance Energy-Efficient Federated Learning,IWQoS,2020, (1): 1-10,"Li Li, Jun Wang, Xu Chen, Cheng-Zhong Xu ",https://doi.org/10.1109/IWQoS49365.2020.9212881,,Conference and Workshop Papers,
Exploiting Unlabeled Data in Smart Cities using Federated Edge Learning,IWCMC,2020, (1): 1666-1671,"Abdullatif Albaseer, Bekir Sait Ciftler, Mohamed M. Abdallah, Ala I. Al-Fuqaha",https://doi.org/10.1109/IWCMC48107.2020.9148475,,Conference and Workshop Papers,
Federated Learning for RSS Fingerprint-based Localization: A Privacy-Preserving Crowdsourcing Method,IWCMC,2020, (1): 2112-2117,"Bekir Sait Ciftler, Abdullatif Albaseer, Noureddine Lasla, Mohamed Abdallah ",https://doi.org/10.1109/IWCMC48107.2020.9148111,,Conference and Workshop Papers,
FedGRU: Privacy-preserving Traffic Flow Prediction via Federated Learning,ITSC,2020, (1): 1-6,"Yi Liu, Shuyu Zhang, Chenhan Zhang, James J. Q. Yu",https://doi.org/10.1109/ITSC45102.2020.9294453,,Conference and Workshop Papers,
A Cluster-based Solution to Achieve Fairness in Federated Learning,ISPA/BDCloud/SocialCom/SustainCom,2020, (1): 875-882,"Fengpan Zhao, Yan Huang, Akshita Maradapu Vera Venkata Sai, Yubao Wu",https://doi.org/10.1109/ISPA-BDCloud-SocialCom-SustainCom51426.2020.00135,,Conference and Workshop Papers,
Time-dependent Decentralized Routing using Federated Learning,ISORC,2020, (1): 56-64,"Michael Wilbur, Chinmaya Samal, Jose Paolo Talusan, Keiichi Yasumoto, Abhishek Dubey",https://doi.org/10.1109/ISORC49007.2020.00018,,Conference and Workshop Papers,
Wireless Federated Learning with Local Differential Privacy,ISIT,2020, (1): 2604-2609,"Mohamed Seif, Ravi Tandon, Ming Li ",https://doi.org/10.1109/ISIT44484.2020.9174426,,Conference and Workshop Papers,
The Communication-Aware Clustered Federated Learning Problem,ISIT,2020, (1): 2610-2615,"Nir Shlezinger, Stefano Rini, Yonina C. Eldar",https://doi.org/10.1109/ISIT44484.2020.9174245,,Conference and Workshop Papers,
Update Aware Device Scheduling for Federated Learning at the Wireless Edge,ISIT,2020, (1): 2598-2603,"Mohammad Mohammadi Amiri, Deniz Gündüz, Sanjeev R. Kulkarni, H. Vincent Poor",https://doi.org/10.1109/ISIT44484.2020.9173960,,Conference and Workshop Papers,
FedExg: Federated Learning with Model Exchange,ISCAS,2020, (1): 1-5,"Zhicheng Mao, Wenrui Dai, Chenglin Li, Yuhui Xu, Shanghong Wang, Junni Zou, Hongkai Xiong",https://doi.org/10.1109/ISCAS45731.2020.9181029,,Conference and Workshop Papers,
Poster Abstract: Federated Learning for Speech Emotion Recognition Applications,IPSN,2020, (1): 341-342,"Siddique Latif, Sara Khalifa, Rajib Rana, Raja Jurdak",https://doi.org/10.1109/IPSN48710.2020.00-16,,Conference and Workshop Papers,
Experience-Driven Computational Resource Allocation of Federated Learning by Deep Reinforcement Learning,IPDPS,2020, (1): 234-243,"Yufeng Zhan, Peng Li, Song Guo ",https://doi.org/10.1109/IPDPS47924.2020.00033,,Conference and Workshop Papers,
Optimize Scheduling of Federated Learning on Battery-powered Mobile Devices,IPDPS,2020, (1): 212-221,"Cong Wang, Xin Wei, Pengzhan Zhou",https://doi.org/10.1109/IPDPS47924.2020.00031,,Conference and Workshop Papers,
Towards Blockchain-Based Reputation-Aware Federated Learning,INFOCOM Workshops,2020, (1): 183-188,"Muhammad Habib Ur Rehman, Khaled Salah, Ernesto Damiani, Davor Svetinovic",https://doi.org/10.1109/INFOCOMWKSHPS50562.2020.9163027,,Conference and Workshop Papers,
Signal Recognition Based On Federated Learning,INFOCOM Workshops,2020, (1): 1105-1110,"Jibo Shi, Haojun Zhao, Meiyu Wang, Qiao Tian",https://doi.org/10.1109/INFOCOMWKSHPS50562.2020.9162958,,Conference and Workshop Papers,
"A Unified Federated Learning Framework for Wireless Communications: towards Privacy, Efficiency, and Security",INFOCOM Workshops,2020, (1): 653-658,"Hui Wen, Yue Wu, Chenming Yang, Hancong Duan, Shui Yu ",https://doi.org/10.1109/INFOCOMWKSHPS50562.2020.9162672,,Conference and Workshop Papers,
Optimizing Federated Learning on Non-IID Data with Reinforcement Learning,INFOCOM,2020, (1): 1698-1707,"Hao Wang, Zakhary Kaplan, Di Niu, Baochun Li",https://doi.org/10.1109/INFOCOM41043.2020.9155494,,Conference and Workshop Papers,
Physical-Layer Arithmetic for Federated Learning in Uplink MU-MIMO Enabled Wireless Networks,INFOCOM,2020, (1): 1221-1230,"Tao Huang, Baoliu Ye, Zhihao Qu, Bin Tang, Lei Xie, Sanglu Lu",https://doi.org/10.1109/INFOCOM41043.2020.9155479,,Conference and Workshop Papers,
Enabling Execution Assurance of Federated Learning at Untrusted Participants,INFOCOM,2020, (1): 1877-1886,"Xiaoli Zhang, Fengting Li, Zeyu Zhang, Qi Li, Cong Wang, Jianping Wu",https://doi.org/10.1109/INFOCOM41043.2020.9155414,,Conference and Workshop Papers,
Federated Multi-task Learning with Hierarchical Attention for Sensor Data Analytics,IJCNN,2020, (1): 1-8,"Yujing Chen, Yue Ning, Zheng Chai, Huzefa Rangwala",https://doi.org/10.1109/IJCNN48605.2020.9207508,,Conference and Workshop Papers,
Federated learning with hierarchical clustering of local updates to improve training on non-IID data,IJCNN,2020, (1): 1-9,"Christopher Briggs, Zhong Fan, Peter Andras ",https://doi.org/10.1109/IJCNN48605.2020.9207469,,Conference and Workshop Papers,
Intrusion Detection with Segmented Federated Learning for Large-Scale Multiple LANs,IJCNN,2020, (1): 1-8,"Yuwei Sun, Hideya Ochiai, Hiroshi Esaki",https://doi.org/10.1109/IJCNN48605.2020.9207094,,Conference and Workshop Papers,
A Light-Weight Crowdsourcing Aggregation in Privacy-Preserving Federated Learning System,IJCNN,2020, (1): 1-8,"Ke Zhang, Siu-Ming Yiu, Lucas Chi Kwong Hui",https://doi.org/10.1109/IJCNN48605.2020.9206841,,Conference and Workshop Papers,
Bandit-based Communication-Efficient Client Selection Strategies for Federated Learning,ACSSC,2020, (1): 1066-1069,"Yae Jee Cho, Samarth Gupta, Gauri Joshi, Osman Yagan",https://doi.org/10.1109/IEEECONF51394.2020.9443523,,Conference and Workshop Papers,
Second-Order Guarantees in Federated Learning,ACSSC,2020, (1): 915-922,"Stefan Vlaski, Elsa Rizk, Ali H. Sayed",https://doi.org/10.1109/IEEECONF51394.2020.9443421,,Conference and Workshop Papers,
Importance- and Channel-Aware Scheduling in Cellular Federated Edge Learning,ACSSC,2020, (1): 294-298,"Jinke Ren, Yinghui He, Dingzhu Wen, Guanding Yu, Kaibin Huang, Dongning Guo",https://doi.org/10.1109/IEEECONF51394.2020.9443300,,Conference and Workshop Papers,
Analysis of Federated Learning as a Distributed Solution for Learning on Edge Devices,IDSTA,2020, (1): 66-74,"Saba F. Lameh, Wade Noble, Yasaman Amannejad, Arash Afshar",https://doi.org/10.1109/IDSTA50958.2020.9264060,,Conference and Workshop Papers,
Security-Aware QoS Forecasting in Mobile Edge Computing based on Federated Learning,ICWS,2020, (1): 302-309,"Huiying Jin, Pengcheng Zhang, Hai Dong",https://doi.org/10.1109/ICWS49710.2020.00046,,Conference and Workshop Papers,
Federated Reinforcement Learning for Automatic Control in SDN-based IoT Environments,ICTC,2020, (1): 1868-1873,"Hyun-Kyo Lim, Ju-Bong Kim, Sang-Youn Kim, Youn-Hee Han",https://doi.org/10.1109/ICTC49870.2020.9289245,,Conference and Workshop Papers,
Fair Detection of Poisoning Attacks in Federated Learning,ICTAI,2020, (1): 224-229,"Ashneet Khandpur Singh, Alberto Blanco-Justicia, Josep Domingo-Ferrer, David Sánchez, David Rebollo-Monedero",https://doi.org/10.1109/ICTAI50040.2020.00044,,Conference and Workshop Papers,
Performance Analysis and Optimization for Federated Learning Applications with PySyft-based Secure Aggregation,ICS,2020, (1): 191-196,"Po-Sheng Lin, Ming-Chang Kao, Wen-Yew Liang, Shih-Hao Hung",https://doi.org/10.1109/ICS51289.2020.00046,,Conference and Workshop Papers,
Overcoming Noisy and Irrelevant Data in Federated Learning,ICPR,2020, (1): 5020-5027,"Tiffany Tuor, Shiqiang Wang, Bong Jun Ko, Changchang Liu, Kin K. Leung",https://doi.org/10.1109/ICPR48806.2021.9412599,,Conference and Workshop Papers,
Proactive Content Caching for Internet-of-Vehicles based on Peer-to-Peer Federated Learning,ICPADS,2020, (1): 601-608,"Zhengxin Yu, Jia Hu, Geyong Min, Han Xu, Jed Mills",https://doi.org/10.1109/ICPADS51040.2020.00083,,Conference and Workshop Papers,
Robust Federated Learning Approach for Travel Mode Identification from Non-IID GPS Trajectories,ICPADS,2020, (1): 585-592,"Yuanshao Zhu, Shuyu Zhang, Yi Liu, Dusit Niyato, James J. Q. Yu",https://doi.org/10.1109/ICPADS51040.2020.00081,,Conference and Workshop Papers,
Time Efficient Federated Learning with Semi-asynchronous Communication,ICPADS,2020, (1): 156-163,"Jiangshan Hao, Yanchao Zhao, Jiale Zhang",https://doi.org/10.1109/ICPADS51040.2020.00030,,Conference and Workshop Papers,
Incentive Mechanism Design for Federated Learning: A Two-stage Stackelberg Game Approach,ICPADS,2020, (1): 148-155,"Guiliang Xiao, Mingjun Xiao, Guoju Gao, Sheng Zhang, Hui Zhao, Xiang Zou",https://doi.org/10.1109/ICPADS51040.2020.00029,,Conference and Workshop Papers,
Self Organizing Federated Learning Over Wireless Networks: A Socially Aware Clustering Approach,ICOIN,2020, (1): 453-458,"Latif U. Khan, Madyan Alsenwi, Zhu Han, Choong Seon Hong",https://doi.org/10.1109/ICOIN48656.2020.9016505,,Conference and Workshop Papers,
Demo: A Blockchain Based Protocol for Federated Learning,ICNP,2020, (1): 1-2,"Qiong Zhang, Paparao Palacharla, Motoyoshi Sekiya, Junichi Suga, Toru Katagiri",https://doi.org/10.1109/ICNP49622.2020.9259388,,Conference and Workshop Papers,
Poster: Maintaining Training Efficiency and Accuracy for Edge-assisted Online Federated Learning with ABS,ICNP,2020, (1): 1-2,"Jiayu Wang, Zehua Guo, Sen Liu, Yuanqing Xia",https://doi.org/10.1109/ICNP49622.2020.9259386,,Conference and Workshop Papers,
Federated Learning Based Mobile Edge Computing for Augmented Reality Applications,ICNC,2020, (1): 767-773,"Dawei Chen, Jiang (Linda) Xie, BaekGyu Kim, Li Wang, Choong Seon Hong, Li-Chun Wang, Zhu Han ",https://doi.org/10.1109/ICNC47757.2020.9049708,,Conference and Workshop Papers,
FedAR: Activity and Resource-Aware Federated Learning Model for Distributed Mobile Robots,ICMLA,2020, (1): 1153-1160,"Ahmed Imteaj, M. Hadi Amini",https://doi.org/10.1109/ICMLA51294.2020.00185,,Conference and Workshop Papers,
Federated Learning of Neural Network Models with Heterogeneous Structures,ICMLA,2020, (1): 735-740,"Kundjanasith Thonglek, Keichi Takahashi, Kohei Ichikawa, Hajimu Iida, Chawanat Nakasan",https://doi.org/10.1109/ICMLA51294.2020.00120,,Conference and Workshop Papers,
Blockchain-Based Federated Learning Against End-Point Adversarial Data Corruption,ICMLA,2020, (1): 729-734,"Yuwei Sun, Hiroshi Esaki, Hideya Ochiai",https://doi.org/10.1109/ICMLA51294.2020.00119,,Conference and Workshop Papers,
A federated learning based approach for loan defaults prediction,ICDM,2020, (1): 362-368,Geet Shingi,https://doi.org/10.1109/ICDMW51313.2020.00057,,Conference and Workshop Papers,
Federated Learning For Cyber Security: SOC Collaboration For Malicious URL Detection,ICDCS,2020, (1): 1316-1321,"Ekaterina Khramtsova, Christian A. Hammerschmidt, Sofiane Lagraa, Radu State",https://doi.org/10.1109/ICDCS47774.2020.00171,,Conference and Workshop Papers,
Optimal Device Selection for Federated Learning over Mobile Edge Networks,ICDCS,2020, (1): 1298-1303,"Cheng-Wei Ching, Yu-Chun Liu, Chung-Kai Yang, Jian-Jhih Kuo, Feng-Ting Su",https://doi.org/10.1109/ICDCS47774.2020.00168,,Conference and Workshop Papers,
FMore: An Incentive Scheme of Multi-dimensional Auction for Federated Learning in MEC,ICDCS,2020, (1): 278-288,"Rongfei Zeng, Shixun Zhang, Jiaqi Wang, Xiaowen Chu ",https://doi.org/10.1109/ICDCS47774.2020.00094,,Conference and Workshop Papers,
Resource-Efficient and Convergence-Preserving Online Participant Selection in Federated Learning,ICDCS,2020, (1): 606-616,"Yibo Jin, Lei Jiao, Zhuzhong Qian, Sheng Zhang, Sanglu Lu, Xiaoliang Wang ",https://doi.org/10.1109/ICDCS47774.2020.00049,,Conference and Workshop Papers,
A Collaborative Learning Framework via Federated Meta-Learning,ICDCS,2020, (1): 289-299,"Sen Lin, Guang Yang, Junshan Zhang",https://doi.org/10.1109/ICDCS47774.2020.00032,,Conference and Workshop Papers,
Adaptive Gradient Sparsification for Efficient Federated Learning: An Online Learning Approach,ICDCS,2020, (1): 300-310,"Pengchao Han, Shiqiang Wang, Kin K. Leung",https://doi.org/10.1109/ICDCS47774.2020.00026,,Conference and Workshop Papers,
Task Allocation for Mobile Federated and Offloaded Learning with Energy and Delay Constraints,ICC Workshops,2020, (1): 1-6,"Umair Mohammad, Sameh Sorour, Mohamed Hefeida",https://doi.org/10.1109/ICCWorkshops49005.2020.9145450,,Conference and Workshop Papers,
Distributed Rate Optimization for Intelligent Reflecting Surface with Federated Learning,ICC Workshops,2020, (1): 1-6,"Donghui Ma, Lixin Li, Huan Ren, Dawei Wang, Xu Li, Zhu Han ",https://doi.org/10.1109/ICCWorkshops49005.2020.9145388,,Conference and Workshop Papers,
Gradient Statistics Aware Power Control for Over-the-Air Federated Learning in Fading Channels,ICC Workshops,2020, (1): 1-6,"Naifu Zhang, Meixia Tao",https://doi.org/10.1109/ICCWorkshops49005.2020.9145260,,Conference and Workshop Papers,
Joint Optimization of Data Sampling and User Selection for Federated Learning in the Mobile Edge Computing Systems,ICC Workshops,2020, (1): 1-6,"Chenyuan Feng, Yidong Wang, Zhongyuan Zhao, Tony Q. S. Quek, Mugen Peng",https://doi.org/10.1109/ICCWorkshops49005.2020.9145182,,Conference and Workshop Papers,
Energy-Efficient Radio Resource Allocation for Federated Edge Learning,ICC Workshops,2020, (1): 1-6,"Qunsong Zeng, Yuqing Du, Kaibin Huang, Kin K. Leung",https://doi.org/10.1109/ICCWorkshops49005.2020.9145118,,Conference and Workshop Papers,
Adaptive Traffic Signal Control Using Distributed MARL and Federated Learning,ICCT,2020, (1): 1242-1248,"Tianyu Wang, Teng Liang, Jun Li, Weibin Zhang, Yiji Zhang, Yan Lin ",https://doi.org/10.1109/ICCT50939.2020.9295660,,Conference and Workshop Papers,
Beyond Model-Level Membership Privacy Leakage: an Adversarial Approach in Federated Learning,ICCCN,2020, (1): 1-9,"Jiale Chen, Jiale Zhang, Yanchao Zhao, Hao Han, Kun Zhu, Bing Chen ",https://doi.org/10.1109/ICCCN49398.2020.9209744,,Conference and Workshop Papers,
Cluster-Based Cooperative Digital Over-the-Air Aggregation for Wireless Federated Edge Learning,ICCC,2020, (1): 887-892,"Ruichen Jiang, Sheng Zhou ",https://doi.org/10.1109/ICCC49849.2020.9238982,,Conference and Workshop Papers,
Collaborative Anomaly Detection for Internet of Things based on Federated Learning,ICCC,2020, (1): 623-628,"Seongwoo Kim, He Cai, Cunqing Hua, Pengwenlong Gu, Wenchao Xu, Jeonghyeok Park",https://doi.org/10.1109/ICCC49849.2020.9238913,,Conference and Workshop Papers,
WorkerFirst: Worker-Centric Model Selection for Federated Learning in Mobile Edge Computing,ICCC,2020, (1): 1039-1044,"Huawei Huang, Yang Yang",https://doi.org/10.1109/ICCC49849.2020.9238867,,Conference and Workshop Papers,
A Survey on federated learning,ICCA,2020, (1): 791-796,"Li Li, Yuxi Fan, Kuo-Yi Lin",https://doi.org/10.1109/ICCA51439.2020.9264412,,Conference and Workshop Papers,
Achieving Privacy-preserving Federated Learning with Irrelevant Updates over E-Health Applications,ICC,2020, (1): 1-6,"Hanxiao Chen, Hongwei Li, Guowen Xu, Yun Zhang, Xizhao Luo",https://doi.org/10.1109/ICC40277.2020.9149385,,Conference and Workshop Papers,
Privacy-Preserving Personalized Federated Learning,ICC,2020, (1): 1-6,"Rui Hu, Yuanxiong Guo, Hongning Li, Qingqi Pei, Yanmin Gong ",https://doi.org/10.1109/ICC40277.2020.9149207,,Conference and Workshop Papers,
Device Scheduling with Fast Convergence for Wireless Federated Learning,ICC,2020, (1): 1-6,"Wenqi Shi, Sheng Zhou, Zhisheng Niu",https://doi.org/10.1109/ICC40277.2020.9149138,,Conference and Workshop Papers,
GGS: General Gradient Sparsification for Federated Learning in Edge Computing*,ICC,2020, (1): 1-7,"Shiqi Li, Qi Qi, Jingyu Wang, Haifeng Sun, Yujian Li, F. Richard Yu",https://doi.org/10.1109/ICC40277.2020.9148987,,Conference and Workshop Papers,
Electrical Load Forecasting Using Edge Computing and Federated Learning,ICC,2020, (1): 1-6,"Afaf Taïk, Soumaya Cherkaoui",https://doi.org/10.1109/ICC40277.2020.9148937,,Conference and Workshop Papers,
Client-Edge-Cloud Hierarchical Federated Learning,ICC,2020, (1): 1-6,"Lumin Liu, Jun Zhang, Shenghui Song, Khaled B. Letaief",https://doi.org/10.1109/ICC40277.2020.9148862,,Conference and Workshop Papers,
Energy-Aware Analog Aggregation for Federated Learning with Redundant Data,ICC,2020, (1): 1-7,"Yuxuan Sun, Sheng Zhou, Deniz Gündüz",https://doi.org/10.1109/ICC40277.2020.9148853,,Conference and Workshop Papers,
Convergence Time Minimization of Federated Learning over Wireless Networks,ICC,2020, (1): 1-6,"Mingzhe Chen, H. Vincent Poor, Walid Saad, Shuguang Cui",https://doi.org/10.1109/ICC40277.2020.9148815,,Conference and Workshop Papers,
